Window_Size,N_Peaks,Overlap,Skip_First_K_Freqs,Selection_Method,Significance,Average_F_Score,Average_Precision,Average_Sharpness,avg(Family_Members/Match_Count),Average_Hash_Intersection_Size,Runtime_match-family
30,5,15,2,deviation,5.,0.000409155,0.000155965,0.33666,0.000495885,12.0456,07:04
30,0,15,2,deviation,5.,0.000409155,0.000155965,0.33666,0.000495884,12.0456,06:39
30,3,15,3,deviation,0.01,0.000405104,0.000222807,0.000490176,0.02286,0.00830464,00:10
30,0,15,3,deviation,0.01,0.000405104,0.000222807,0.000490176,0.02286,0.00830464,00:10
30,5,15,3,deviation,0.01,0.000405104,0.000222807,0.000490176,0.02286,0.00830464,00:12
30,0,15,3,deviation,0.001,0.000380798,0.000259267,0,0.154552,0.000810209,00:11
30,5,15,3,deviation,0.001,0.000380798,0.000259267,0,0.154552,0.000810209,00:11
30,3,15,3,deviation,0.001,0.000380798,0.000259267,0,0.154552,0.000810209,00:10
30,3,15,2,none,0.1,0.000364594,0.000149889,0.366115,0.000428991,18.4395,12:12
30,3,23,3,absolute,0.01,0.000342313,0.000166093,0.394594,0.000452036,13.0401,08:25
30,3,23,2,absolute,0.01,0.000334211,0.000162042,0.408771,0.000446387,15.5613,09:45
50,5,25,1,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0332186,00:12
50,0,25,0,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0453717,00:12
50,3,25,1,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0291675,00:13
50,3,25,2,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0291675,00:14
50,5,25,2,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0332186,00:15
50,5,25,0,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0332186,00:12
50,0,25,1,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0453717,00:12
50,3,25,0,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0291675,00:14
50,0,25,2,deviation,0.001,0.000332186,0.000186348,0.00206401,0.00696047,0.0453717,00:12
30,3,23,3,none,0.001,0.000326109,0.000143812,0.28902,0.00050637,4.44784,04:35
30,5,15,2,none,0.1,0.000305854,0.000125582,0.407656,0.000378448,31.2894,18:55
30,0,15,2,none,0.1,0.000301803,0.000125582,0.408341,0.000377615,31.6022,18:44
50,5,13,0,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,2.68665,00:41
50,3,13,0,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,1.61475,00:35
50,3,13,2,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,1.61475,00:34
50,3,13,1,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,1.61475,00:33
50,0,13,2,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,5.90237,01:06
50,5,13,2,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,2.68665,00:40
50,5,13,1,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,2.68665,00:42
50,0,13,0,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,5.90237,01:06
50,0,13,1,deviation,0.001,0.000283573,0.000174195,0.000512457,0.00264344,5.90237,01:07
30,5,23,3,none,0.01,0.000281547,0.000123557,0.400326,0.000367766,14.4017,09:41
30,0,23,3,none,0.01,0.000279522,0.000123557,0.400417,0.000365979,14.4288,08:23
30,0,23,3,absolute,0.01,0.000265343,0.000119506,0.395082,0.000364228,13.1414,10:51
30,5,23,3,absolute,0.01,0.000265343,0.000119506,0.395082,0.000364229,13.1414,08:49
30,3,23,3,none,0.01,0.000261292,0.000121531,0.385404,0.000363469,11.6873,08:16
30,0,23,2,absolute,0.01,0.000255216,0.000115455,0.409382,0.00035977,15.6988,13:33
30,5,23,2,absolute,0.01,0.000255216,0.000115455,0.409382,0.000359771,15.6988,09:30
50,3,38,2,deviation,0.01,0.00025319,0.000121531,0.0825987,0.000348122,1.4918,05:21
50,5,38,2,deviation,0.01,0.00025319,0.000121531,0.0825987,0.000348122,1.51003,06:18
50,0,38,2,deviation,0.01,0.00025319,0.000121531,0.0825987,0.000348122,1.56472,05:51
50,0,38,1,deviation,0.01,0.000251165,0.000119506,0.0824894,0.000346148,1.56411,05:51
30,0,23,3,absolute,0.001,0.000251165,9.92506e-05,0.295102,0.000407831,4.64189,04:56
50,3,38,0,deviation,0.01,0.000251165,0.000119506,0.0824894,0.000346148,1.49119,05:52
30,5,23,3,absolute,0.001,0.000251165,9.92506e-05,0.295102,0.000407831,4.64189,04:33
50,5,38,0,deviation,0.01,0.000251165,0.000119506,0.0824894,0.000346148,1.50942,06:09
50,3,38,1,deviation,0.01,0.000251165,0.000119506,0.0824894,0.000346148,1.49119,05:49
30,3,23,3,absolute,0.001,0.000251165,9.92506e-05,0.294845,0.000408526,4.6273,04:25
50,0,38,0,deviation,0.01,0.000251165,0.000119506,0.0824894,0.000346148,1.56411,05:19
50,5,38,1,deviation,0.01,0.000251165,0.000119506,0.0824894,0.000346148,1.50942,06:21
30,0,23,2,absolute,0.001,0.000245088,0.000103302,0.322913,0.000389809,5.60826,05:50
30,5,23,3,none,0.001,0.000245088,9.7225e-05,0.295746,0.000405131,4.86611,04:42
30,0,23,3,none,0.001,0.000245088,9.7225e-05,0.29575,0.000405114,4.87199,04:33
30,3,23,2,absolute,0.001,0.000245088,0.000103302,0.322781,0.000390347,5.59044,05:19
30,5,23,2,absolute,0.001,0.000245088,0.000103302,0.322913,0.000389809,5.60826,05:24
50,0,13,1,none,0.001,0.000234961,6.27912e-05,0.159573,0.000310728,102.813,47:06
50,5,13,1,none,0.001,0.000234961,6.27912e-05,0.15051,0.000310729,76.2281,35:00
50,3,13,1,none,0.001,0.000234961,6.27912e-05,0.136802,0.000310871,68.8185,33:40
50,5,38,1,deviation,0.1,0.000226858,7.69698e-05,0.117498,0.000321542,4.60644,09:58
50,5,38,0,deviation,0.1,0.000226858,7.69698e-05,0.117498,0.000321542,4.60644,10:01
50,3,38,0,deviation,0.1,0.000226858,7.69698e-05,0.117436,0.000321542,4.58619,09:48
50,0,38,0,deviation,0.1,0.000226858,7.69698e-05,0.117505,0.000321542,4.66478,09:03
50,0,38,1,deviation,0.1,0.000226858,7.69698e-05,0.117505,0.000321542,4.66478,09:05
50,3,38,1,deviation,0.1,0.000226858,7.69698e-05,0.117436,0.000321542,4.58619,08:57
50,5,25,3,deviation,0.001,0.000216731,0.000143812,0.000101276,0.0618416,0.0111404,00:11
50,3,25,3,deviation,0.001,0.000216731,0.000143812,0.000101276,0.0618416,0.00708933,00:11
50,0,25,3,deviation,0.001,0.000216731,0.000143812,0.000101276,0.0618416,0.0232935,00:11
40,5,10,1,none,0.01,0.000202552,4.86125e-05,0.287168,0.000291578,115.587,48:44
40,3,10,1,none,0.01,0.000202552,4.86125e-05,0.269249,0.000291696,101.876,44:18
30,0,23,0,deviation,5.,0.000202552,7.89953e-05,0.442291,0.000294628,45.3913,26:39
30,3,23,1,deviation,5.,0.000202552,7.89953e-05,0.442088,0.000294943,45.2724,25:02
30,0,23,1,deviation,5.,0.000202552,7.89953e-05,0.442291,0.000294628,45.3913,26:40
30,3,23,0,deviation,5.,0.000202552,7.89953e-05,0.442088,0.000294943,45.2724,25:23
30,5,23,1,deviation,5.,0.000202552,7.89953e-05,0.442289,0.000294628,45.3907,27:17
30,5,23,0,deviation,5.,0.000202552,7.89953e-05,0.442289,0.000294628,45.3907,27:00
30,3,8,1,none,0.01,0.000200527,4.86125e-05,0.18983,0.000294646,115.06,43:36
30,3,8,1,none,0.001,0.000196476,4.6587e-05,0.129957,0.000292565,79.2374,33:23
30,5,8,1,none,0.001,0.000196476,4.6587e-05,0.13966,0.000292508,86.0646,36:10
30,0,8,1,none,0.001,0.000196476,4.6587e-05,0.144051,0.000292508,94.9407,36:46
40,5,10,1,none,0.001,0.000196476,4.2536e-05,0.221159,0.000285537,80.8531,36:37
40,0,10,1,none,0.001,0.000196476,4.2536e-05,0.227703,0.000285536,101.789,43:42
40,3,10,1,none,0.001,0.000196476,4.2536e-05,0.210059,0.000285591,73.0812,34:13
50,5,13,1,none,0.01,0.00019445,4.05104e-05,0.236682,0.000285724,113.301,46:54
50,3,13,1,none,0.01,0.00019445,4.05104e-05,0.21314,0.000286208,98.0142,41:49
50,3,25,1,none,0.001,0.00019445,4.05104e-05,0.124428,0.000289978,73.5568,32:33
50,5,25,1,none,0.001,0.00019445,4.05104e-05,0.129155,0.000289783,75.0059,34:06
50,0,25,1,none,0.001,0.00019445,4.05104e-05,0.12922,0.000289783,75.0476,39:24
30,0,15,1,none,0.001,0.000192425,4.05104e-05,0.153709,0.000289954,90.727,41:32
30,3,15,1,none,0.001,0.000192425,4.05104e-05,0.158574,0.00029022,89.269,41:40
30,5,15,1,none,0.001,0.000192425,4.05104e-05,0.153709,0.000289954,90.7239,40:50
50,3,13,3,deviation,0.001,0.000190399,0.000125582,0,0.00238479,1.59854,00:33
50,5,13,3,deviation,0.001,0.000190399,0.000125582,0,0.00238479,2.66397,00:42
50,0,13,3,deviation,0.001,0.000190399,0.000125582,0,0.00238479,5.86024,01:05
40,3,10,2,deviation,0.001,0.000190399,0.000111404,0.000753494,0.00130541,1.6425,00:34
40,0,10,1,deviation,0.001,0.000190399,0.000111404,0.000753494,0.00130541,4.91655,01:00
40,0,10,2,deviation,0.001,0.000190399,0.000111404,0.000753494,0.00130541,4.91655,00:58
40,0,10,0,deviation,0.001,0.000190399,0.000111404,0.000753494,0.00130541,4.91655,01:00
40,5,10,2,deviation,0.001,0.000190399,0.000111404,0.000753494,0.00130541,2.73385,00:44
40,5,10,0,deviation,0.001,0.000190399,0.000111404,0.000753494,0.00130541,2.73385,00:42
40,3,10,1,deviation,0.001,0.000190399,0.000111404,0.000753494,0.00130541,1.6425,00:33
40,5,10,1,deviation,0.001,0.000190399,0.000111404,0.000753494,0.00130541,2.73385,00:43
40,3,10,0,deviation,0.001,0.000190399,0.000111404,0.000753494,0.00130541,1.6425,00:33
40,5,20,1,none,0.001,0.000188374,4.45615e-05,0.138473,0.000288148,80.6956,36:46
40,0,20,1,none,0.001,0.000188374,4.45615e-05,0.138479,0.000288148,80.698,37:03
40,3,20,1,none,0.001,0.000188374,4.45615e-05,0.133751,0.000288234,79.1926,36:27
40,3,30,0,absolute,0.001,0.000184322,4.86125e-05,0.137831,0.00028483,66.4602,36:33
40,3,30,1,absolute,0.001,0.000184322,4.86125e-05,0.137831,0.00028483,66.4602,36:27
40,5,30,1,absolute,0.001,0.000184322,4.86125e-05,0.137981,0.000284817,66.4993,34:57
40,0,30,0,absolute,0.001,0.000184322,4.86125e-05,0.137981,0.000284817,66.4993,36:46
40,5,30,0,absolute,0.001,0.000184322,4.86125e-05,0.137981,0.000284817,66.4993,35:15
40,0,30,1,absolute,0.001,0.000184322,4.86125e-05,0.137981,0.000284817,66.4993,36:09
30,5,23,1,absolute,0.001,0.000182297,4.05104e-05,0.162013,0.000283186,83.0233,42:25
30,0,23,1,absolute,0.001,0.000182297,4.05104e-05,0.162015,0.000283186,83.0235,45:32
30,0,23,0,absolute,0.001,0.000182297,4.05104e-05,0.162015,0.000283186,83.0235,43:33
30,5,23,0,absolute,0.001,0.000182297,4.05104e-05,0.162013,0.000283186,83.0233,41:45
30,3,23,1,absolute,0.001,0.000182297,4.05104e-05,0.161916,0.000283187,82.9852,44:25
30,3,23,0,absolute,0.001,0.000182297,4.05104e-05,0.161916,0.000283187,82.9852,44:12
40,3,30,2,deviation,0.01,0.000178246,0.000101276,0.0924225,0.000392155,0.799473,02:52
40,5,30,2,deviation,0.01,0.000178246,0.000101276,0.0924225,0.000392155,0.799473,02:49
40,0,30,2,deviation,0.01,0.000178246,0.000101276,0.0924225,0.000392155,0.799473,02:56
50,5,38,0,absolute,0.001,0.000178246,5.0638e-05,0.199481,0.000285542,60.0589,31:56
50,0,38,1,absolute,0.001,0.000178246,5.0638e-05,0.199483,0.000285542,60.0598,32:52
50,5,38,1,absolute,0.001,0.000178246,5.0638e-05,0.199481,0.000285542,60.0589,32:10
50,0,38,0,absolute,0.001,0.000178246,5.0638e-05,0.199483,0.000285542,60.0598,32:59
50,3,38,0,absolute,0.001,0.000178246,5.0638e-05,0.199336,0.0002856,60.0093,33:09
50,3,38,1,absolute,0.001,0.000178246,5.0638e-05,0.199336,0.0002856,60.0093,33:13
40,0,30,0,deviation,0.01,0.00017622,9.92506e-05,0.0924043,0.000389321,0.798663,03:08
40,3,30,0,deviation,0.01,0.00017622,9.92506e-05,0.0924043,0.000389321,0.798663,03:02
40,3,30,1,deviation,0.01,0.00017622,9.92506e-05,0.0924043,0.000389321,0.798663,03:01
40,0,30,1,deviation,0.01,0.00017622,9.92506e-05,0.0924043,0.000389321,0.798663,03:03
40,5,30,1,deviation,0.01,0.00017622,9.92506e-05,0.0924043,0.000389321,0.798663,02:51
40,5,30,0,deviation,0.01,0.00017622,9.92506e-05,0.0924043,0.000389321,0.798663,03:03
50,5,38,2,deviation,0.1,0.00015394,3.64594e-05,0.116111,0.000263139,4.62609,10:06
50,3,38,2,deviation,0.1,0.00015394,3.64594e-05,0.116048,0.000263139,4.60583,09:59
50,0,38,2,deviation,0.1,0.00015394,3.64594e-05,0.116117,0.000263139,4.68442,09:40
50,5,38,2,none,0.001,0.000147863,1.82297e-05,0.171835,0.000262039,10.7665,14:02
50,3,38,2,none,0.001,0.000147863,1.82297e-05,0.16522,0.0002621,10.2698,12:37
50,0,38,2,none,0.001,0.000147863,1.82297e-05,0.171934,0.000262354,10.9409,13:55
30,0,23,3,deviation,5.,0.000141787,5.0638e-05,0.433524,0.00025626,39.6842,19:43
30,3,23,3,deviation,5.,0.000141787,5.0638e-05,0.433375,0.0002566,39.5702,19:35
30,5,23,3,deviation,5.,0.000141787,5.0638e-05,0.433524,0.00025626,39.6838,20:34
40,0,30,2,none,0.001,0.000137735,1.41787e-05,0.250367,0.000254316,10.4272,16:53
40,5,30,2,none,0.001,0.000137735,1.41787e-05,0.25032,0.000254316,10.4213,16:24
40,3,30,2,none,0.001,0.000137735,1.41787e-05,0.243603,0.000254335,9.98866,12:04
50,5,25,0,absolute,0.01,0.000137735,3.84849e-05,0.324952,0.000248395,57.8141,31:32
50,3,25,1,absolute,0.01,0.000137735,3.84849e-05,0.324296,0.00024866,57.4606,31:50
50,3,25,0,absolute,0.01,0.000137735,3.84849e-05,0.324296,0.00024866,57.4606,31:17
50,0,25,0,absolute,0.01,0.000137735,3.84849e-05,0.324989,0.000248392,57.8195,31:52
50,0,25,1,absolute,0.01,0.000137735,3.84849e-05,0.324989,0.000248392,57.8195,31:25
50,5,25,1,absolute,0.01,0.000137735,3.84849e-05,0.324952,0.000248395,57.8141,31:22
50,3,13,0,absolute,0.01,0.00013571,4.6587e-05,0.392303,0.000243491,35.5623,21:00
50,5,13,1,absolute,0.01,0.00013571,4.6587e-05,0.392637,0.000243103,35.7245,21:38
50,3,13,1,absolute,0.01,0.00013571,4.6587e-05,0.392303,0.000243491,35.5623,20:41
50,0,13,1,absolute,0.01,0.00013571,4.6587e-05,0.392637,0.000243103,35.7253,20:52
50,5,13,0,absolute,0.01,0.00013571,4.6587e-05,0.392637,0.000243103,35.7245,21:43
50,0,13,0,absolute,0.01,0.00013571,4.6587e-05,0.392637,0.000243103,35.7253,20:39
30,3,23,3,none,0.1,0.000133684,3.64594e-05,0.459741,0.000252613,40.7079,17:53
30,0,15,1,absolute,0.001,0.000131659,2.83573e-05,0.0817723,0.000251339,54.7608,30:35
30,0,15,0,absolute,0.001,0.000131659,2.83573e-05,0.0817723,0.000251339,54.7608,30:20
30,5,15,1,absolute,0.001,0.000131659,2.83573e-05,0.0817723,0.000251339,54.7608,32:42
30,5,15,0,absolute,0.001,0.000131659,2.83573e-05,0.0817723,0.000251339,54.7608,30:38
40,5,20,1,absolute,0.01,0.000131659,3.03828e-05,0.211886,0.000242863,62.8402,36:12
40,5,20,0,absolute,0.01,0.000131659,3.03828e-05,0.211886,0.000242863,62.8402,35:43
30,3,15,0,absolute,0.001,0.000131659,2.83573e-05,0.0816852,0.000251345,54.7438,31:55
30,3,15,1,absolute,0.001,0.000131659,2.83573e-05,0.0816852,0.000251345,54.7438,32:02
40,3,20,0,absolute,0.01,0.000131659,3.03828e-05,0.211377,0.000243335,62.6486,35:43
40,0,20,0,absolute,0.01,0.000131659,3.03828e-05,0.211886,0.000242863,62.8404,34:40
40,3,20,1,absolute,0.01,0.000131659,3.03828e-05,0.211377,0.000243335,62.6486,35:50
40,0,20,1,absolute,0.01,0.000131659,3.03828e-05,0.211886,0.000242863,62.8404,35:00
30,3,23,2,deviation,5.,0.000129633,3.44339e-05,0.444199,0.000233673,45.7112,27:09
30,5,23,2,deviation,5.,0.000129633,3.44339e-05,0.444335,0.000233591,45.8299,27:38
30,0,23,2,deviation,5.,0.000129633,3.44339e-05,0.444337,0.000233591,45.8305,27:47
30,5,15,0,absolute,0.01,0.000129633,2.63318e-05,0.169818,0.000245828,76.938,43:20
30,0,15,1,absolute,0.01,0.000129633,2.63318e-05,0.169818,0.000245828,76.938,40:16
30,3,15,0,absolute,0.01,0.000129633,2.63318e-05,0.170549,0.00024584,76.8098,41:53
30,3,15,1,absolute,0.01,0.000129633,2.63318e-05,0.170549,0.00024584,76.8098,42:24
30,0,15,0,absolute,0.01,0.000129633,2.63318e-05,0.169818,0.000245828,76.938,40:09
30,5,15,1,absolute,0.01,0.000129633,2.63318e-05,0.169818,0.000245828,76.938,41:14
40,5,30,2,none,0.01,0.000125582,1.01276e-05,0.317089,0.000244336,21.3715,18:23
40,0,30,2,none,0.01,0.000125582,1.01276e-05,0.317314,0.000244336,21.4867,19:13
40,3,30,2,none,0.01,0.000123557,1.01276e-05,0.292813,0.000243167,17.5376,16:09
40,3,10,3,deviation,0.001,0.000121531,7.89953e-05,0,0.00101649,1.62872,00:40
40,5,10,3,deviation,0.001,0.000121531,7.89953e-05,0,0.00101649,2.7144,00:44
40,0,10,3,deviation,0.001,0.000121531,7.89953e-05,0,0.00101649,4.88576,01:00
30,0,23,2,none,0.01,0.000119506,6.07656e-06,0.378072,0.000239165,24.4541,22:08
30,5,23,2,none,0.01,0.000119506,6.07656e-06,0.377997,0.000239165,24.4185,18:26
30,5,23,2,none,0.001,0.00011748,4.05104e-06,0.292506,0.000237522,11.4337,16:41
30,0,23,2,none,0.001,0.00011748,4.05104e-06,0.29251,0.000237522,11.4399,11:39
50,0,38,2,none,0.01,0.000115455,6.07656e-06,0.301738,0.000238807,25.5169,23:49
30,3,23,2,none,0.001,0.000115455,4.05104e-06,0.288548,0.000236773,10.8989,11:45
50,5,38,2,none,0.01,0.000115455,6.07656e-06,0.301286,0.000238495,25.0361,22:38
30,3,23,2,none,0.01,0.000113429,6.07656e-06,0.361641,0.000236238,20.7403,16:49
50,3,38,2,none,0.01,0.000107353,6.07656e-06,0.276593,0.000233365,19.2254,19:17
40,5,20,0,absolute,0.001,0.000105327,1.62042e-05,0.137669,0.000227875,44.8803,28:06
30,5,8,1,absolute,0.001,0.000105327,1.21531e-05,0.113103,0.000225937,42.6761,28:03
40,5,20,1,absolute,0.001,0.000105327,1.62042e-05,0.137669,0.000227875,44.8803,27:53
30,5,8,0,absolute,0.001,0.000105327,1.21531e-05,0.113103,0.000225937,42.6761,26:36
40,3,20,0,absolute,0.001,0.000105327,1.62042e-05,0.137612,0.000227877,44.8681,27:18
40,0,20,0,absolute,0.001,0.000105327,1.62042e-05,0.137669,0.000227875,44.8803,26:23
30,3,8,0,absolute,0.001,0.000105327,1.21531e-05,0.113059,0.000225942,42.669,30:27
30,3,8,1,absolute,0.001,0.000105327,1.21531e-05,0.113059,0.000225942,42.669,26:34
40,0,20,1,absolute,0.001,0.000105327,1.62042e-05,0.137669,0.000227875,44.8803,27:29
40,3,20,1,absolute,0.001,0.000105327,1.62042e-05,0.137612,0.000227877,44.8681,27:12
30,0,8,1,absolute,0.001,0.000105327,1.21531e-05,0.113103,0.000225937,42.6761,25:52
30,0,8,0,absolute,0.001,0.000105327,1.21531e-05,0.113103,0.000225937,42.6761,27:30
40,5,30,2,deviation,0.1,9.92506e-05,8.10209e-06,0.28155,0.00019644,3.36885,08:37
40,3,30,2,deviation,0.1,9.92506e-05,8.10209e-06,0.28155,0.00019644,3.36885,08:40
40,0,30,2,deviation,0.1,9.92506e-05,8.10209e-06,0.28155,0.00019644,3.36885,08:40
40,5,30,1,deviation,0.1,9.7225e-05,8.10209e-06,0.279913,0.000193849,3.34819,08:29
40,3,30,0,deviation,0.1,9.7225e-05,8.10209e-06,0.279913,0.000193849,3.34819,09:23
40,3,30,1,deviation,0.1,9.7225e-05,8.10209e-06,0.279913,0.000193849,3.34819,09:11
40,0,30,1,deviation,0.1,9.7225e-05,8.10209e-06,0.279913,0.000193849,3.34819,08:42
40,5,30,0,deviation,0.1,9.7225e-05,8.10209e-06,0.279913,0.000193849,3.34819,08:38
40,0,30,0,deviation,0.1,9.7225e-05,8.10209e-06,0.279913,0.000193849,3.34819,08:36
50,5,13,1,absolute,0.001,9.3174e-05,1.82297e-05,0.36399,0.000211922,26.4914,18:45
30,0,8,1,absolute,0.01,9.3174e-05,1.41787e-05,0.171914,0.000219748,54.4399,30:03
50,5,13,0,absolute,0.001,9.3174e-05,1.82297e-05,0.36399,0.000211922,26.4914,18:46
50,3,25,1,absolute,0.001,9.3174e-05,1.21531e-05,0.238961,0.000213688,37.952,24:09
30,5,8,0,absolute,0.01,9.3174e-05,1.41787e-05,0.171914,0.000219748,54.4399,31:09
30,5,8,1,absolute,0.01,9.3174e-05,1.41787e-05,0.171914,0.000219748,54.4399,31:33
50,0,13,1,absolute,0.001,9.3174e-05,1.82297e-05,0.36399,0.000211922,26.4914,17:22
50,0,13,0,absolute,0.001,9.3174e-05,1.82297e-05,0.36399,0.000211922,26.4914,16:21
50,5,25,0,absolute,0.001,9.3174e-05,1.21531e-05,0.239044,0.000213667,37.9753,23:49
50,3,13,0,absolute,0.001,9.3174e-05,1.82297e-05,0.363911,0.000211955,26.4819,17:48
50,3,13,1,absolute,0.001,9.3174e-05,1.82297e-05,0.363911,0.000211955,26.4819,17:33
30,3,8,1,absolute,0.01,9.3174e-05,1.41787e-05,0.171675,0.000219763,54.3614,30:32
50,3,25,0,absolute,0.001,9.3174e-05,1.21531e-05,0.238961,0.000213688,37.952,23:57
50,0,25,0,absolute,0.001,9.3174e-05,1.21531e-05,0.239044,0.000213666,37.9753,23:56
50,0,25,1,absolute,0.001,9.3174e-05,1.21531e-05,0.239044,0.000213666,37.9753,24:11
30,3,8,0,absolute,0.01,9.3174e-05,1.41787e-05,0.171675,0.000219763,54.3614,31:22
30,0,8,0,absolute,0.01,9.3174e-05,1.41787e-05,0.171914,0.000219748,54.4399,30:13
50,5,25,1,absolute,0.001,9.3174e-05,1.21531e-05,0.239044,0.000213667,37.9753,23:39
30,3,23,0,deviation,0.1,8.91229e-05,2.22807e-05,0.206362,0.000199218,1.63601,05:28
30,5,23,1,deviation,0.1,8.91229e-05,2.22807e-05,0.206362,0.000199218,1.63601,05:16
30,5,23,0,deviation,0.1,8.91229e-05,2.22807e-05,0.206362,0.000199218,1.63601,05:29
30,0,23,1,deviation,0.1,8.91229e-05,2.22807e-05,0.206362,0.000199218,1.63601,05:53
30,0,23,0,deviation,0.1,8.91229e-05,2.22807e-05,0.206362,0.000199218,1.63601,05:57
30,3,23,1,deviation,0.1,8.91229e-05,2.22807e-05,0.206362,0.000199218,1.63601,06:02
40,5,20,3,deviation,0.001,8.91229e-05,5.87401e-05,0,0.2,0.000202552,00:10
40,0,20,3,deviation,0.001,8.91229e-05,5.87401e-05,0,0.2,0.000202552,00:10
40,3,20,3,deviation,0.001,8.91229e-05,5.87401e-05,0,0.2,0.000202552,00:10
40,3,10,1,absolute,0.001,8.70974e-05,1.41787e-05,0.164764,0.000211585,32.7298,20:58
40,5,10,1,absolute,0.001,8.70974e-05,1.41787e-05,0.164788,0.000211578,32.7367,21:43
40,5,10,0,absolute,0.001,8.70974e-05,1.41787e-05,0.164788,0.000211578,32.7367,21:44
40,0,10,0,absolute,0.001,8.70974e-05,1.41787e-05,0.164788,0.000211578,32.7367,19:39
40,0,10,1,absolute,0.001,8.70974e-05,1.41787e-05,0.164788,0.000211578,32.7367,20:02
30,3,23,2,deviation,0.1,8.70974e-05,2.02552e-05,0.207399,0.000196932,1.63966,06:01
40,3,10,0,absolute,0.001,8.70974e-05,1.41787e-05,0.164764,0.000211585,32.7298,20:59
30,5,23,2,deviation,0.1,8.70974e-05,2.02552e-05,0.207399,0.000196932,1.63966,05:15
30,0,23,2,deviation,0.1,8.70974e-05,2.02552e-05,0.207399,0.000196932,1.63966,05:54
40,3,20,2,deviation,0.001,7.49443e-05,3.03828e-05,0.00186753,0.00200446,0.0164067,00:10
40,3,20,1,deviation,0.001,7.49443e-05,3.03828e-05,0.00186753,0.00200446,0.0164067,00:10
40,5,20,0,deviation,0.001,7.49443e-05,3.03828e-05,0.00186753,0.00200446,0.0164067,00:11
40,0,20,2,deviation,0.001,7.49443e-05,3.03828e-05,0.00186753,0.00200446,0.0164067,00:11
40,0,20,1,deviation,0.001,7.49443e-05,3.03828e-05,0.00186753,0.00200446,0.0164067,00:11
40,0,20,0,deviation,0.001,7.49443e-05,3.03828e-05,0.00186753,0.00200446,0.0164067,00:11
40,3,20,0,deviation,0.001,7.49443e-05,3.03828e-05,0.00186753,0.00200446,0.0164067,00:10
40,5,20,1,deviation,0.001,7.49443e-05,3.03828e-05,0.00186753,0.00200446,0.0164067,00:10
40,5,20,2,deviation,0.001,7.49443e-05,3.03828e-05,0.00186753,0.00200446,0.0164067,00:10
40,5,10,0,absolute,0.01,7.29188e-05,8.10209e-06,0.22235,0.000204026,41.2046,24:35
40,0,10,0,absolute,0.01,7.29188e-05,8.10209e-06,0.22235,0.000204026,41.2048,23:09
40,5,10,1,absolute,0.01,7.29188e-05,8.10209e-06,0.22235,0.000204026,41.2046,25:05
40,0,10,1,absolute,0.01,7.29188e-05,8.10209e-06,0.22235,0.000204026,41.2048,23:11
40,3,10,1,absolute,0.01,7.29188e-05,8.10209e-06,0.222042,0.000204047,41.1153,23:59
40,3,10,0,absolute,0.01,7.29188e-05,8.10209e-06,0.222042,0.000204047,41.1153,24:14

